Start,End,Heat pump dhw consumption (kwh),Heat pump heating consumption (kwh),Total heat pump consumption (kwh),Non heat pump consumption (kwh),Total overall consumption (kwh),OVO Extended Fixed 15M + Heat Pump Plus --- Heat pump dhw price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Heat pump heating price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Total heat pump price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Non heat pump price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Total price ignoring standing charge (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Heat pump dhw price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Heat pump heating price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Total heat pump price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Non heat pump price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Total price ignoring standing charge (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Heat pump dhw price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Heat pump heating price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Total heat pump price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Non heat pump price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Total price ignoring standing charge (GBP),Octopus Cosy --- Heat pump dhw price (GBP),Octopus Cosy --- Heat pump heating price (GBP),Octopus Cosy --- Total heat pump price (GBP),Octopus Cosy --- Non heat pump price (GBP),Octopus Cosy --- Total price ignoring standing charge (GBP),Octopus 12M Fixed august 2024 v1 --- Heat pump dhw price (GBP),Octopus 12M Fixed august 2024 v1 --- Heat pump heating price (GBP),Octopus 12M Fixed august 2024 v1 --- Total heat pump price (GBP),Octopus 12M Fixed august 2024 v1 --- Non heat pump price (GBP),Octopus 12M Fixed august 2024 v1 --- Total price ignoring standing charge (GBP)
2025-02-28 07:00:00,2025-02-28 08:00:00,0.22073952169625247,0.5787841461267605,0.799523667823013,0.0,0.799523667823013,0.03,0.09,0.12,0.00,0.12,0.03,0.09,0.12,0.00,0.12,0.03,0.09,0.12,0.00,0.12,0.06,0.15,0.21,0.00,0.21,0.05,0.14,0.19,0.00,0.19
2025-02-28 08:00:00,2025-02-28 09:00:00,0.0,0.5990363820422535,0.5990363820422535,0.0,0.5990363820422535,0.00,0.09,0.09,0.00,0.09,0.00,0.09,0.09,0.00,0.09,0.00,0.09,0.09,0.00,0.09,0.00,0.16,0.16,0.00,0.16,0.00,0.14,0.14,0.00,0.14
2025-02-28 09:00:00,2025-02-28 10:00:00,0.0,0.44334779321409884,0.44334779321409884,0.3736522067859011,0.817,0.00,0.07,0.07,0.09,0.16,0.00,0.07,0.07,0.10,0.16,0.00,0.07,0.07,0.09,0.16,0.00,0.12,0.12,0.10,0.22,0.00,0.11,0.11,0.09,0.20
2025-02-28 10:00:00,2025-02-28 11:00:00,0.0,0.45610082664219714,0.45610082664219714,0.29089917335780285,0.747,0.00,0.07,0.07,0.07,0.14,0.00,0.07,0.07,0.07,0.14,0.00,0.07,0.07,0.07,0.14,0.00,0.12,0.12,0.08,0.20,0.00,0.11,0.11,0.07,0.18
2025-02-28 11:00:00,2025-02-28 12:00:00,0.0,0.49070097081271813,0.49070097081271813,0.1572990291872819,0.648,0.00,0.07,0.07,0.04,0.11,0.00,0.07,0.07,0.04,0.11,0.00,0.07,0.07,0.04,0.11,0.00,0.13,0.13,0.04,0.17,0.00,0.12,0.12,0.04,0.16
2025-02-28 12:00:00,2025-02-28 13:00:00,0.0,0.4007224762256974,0.4007224762256974,0.2082775237743026,0.609,0.00,0.06,0.06,0.05,0.11,0.00,0.06,0.06,0.05,0.11,0.00,0.06,0.06,0.05,0.11,0.00,0.11,0.11,0.06,0.16,0.00,0.10,0.10,0.05,0.15
2025-02-28 13:00:00,2025-02-28 14:00:00,0.0,0.3247339806404998,0.3247339806404998,0.33926601935950024,0.664,0.00,0.05,0.05,0.08,0.13,0.00,0.05,0.05,0.09,0.13,0.00,0.05,0.05,0.09,0.13,0.00,0.04,0.04,0.04,0.09,0.00,0.08,0.08,0.08,0.16
2025-02-28 14:00:00,2025-02-28 15:00:00,0.0,0.3516527511717246,0.3516527511717246,0.1683472488282754,0.52,0.00,0.05,0.05,0.04,0.09,0.00,0.05,0.05,0.04,0.10,0.00,0.05,0.05,0.04,0.10,0.00,0.05,0.05,0.02,0.07,0.00,0.08,0.08,0.04,0.12
2025-02-28 15:00:00,2025-02-28 16:00:00,0.0,0.3635669420456455,0.3635669420456455,0.06443305795435444,0.42799999999999994,0.00,0.05,0.05,0.02,0.07,0.00,0.05,0.05,0.02,0.07,0.00,0.05,0.05,0.02,0.07,0.00,0.05,0.05,0.01,0.06,0.00,0.09,0.09,0.02,0.10
2025-02-28 16:00:00,2025-02-28 17:00:00,0.0,0.3442628867329139,0.3442628867329139,0.19673711326708615,0.541,0.00,0.05,0.05,0.05,0.10,0.00,0.05,0.05,0.05,0.10,0.00,0.05,0.05,0.05,0.10,0.00,0.14,0.14,0.08,0.22,0.00,0.08,0.08,0.05,0.13
2025-02-28 17:00:00,2025-02-28 18:00:00,0.0,0.3439834573480533,0.3439834573480533,0.18701654265194673,0.531,0.00,0.05,0.05,0.05,0.10,0.00,0.05,0.05,0.05,0.10,0.00,0.05,0.05,0.05,0.10,0.00,0.14,0.14,0.08,0.21,0.00,0.08,0.08,0.04,0.13
2025-02-28 18:00:00,2025-02-28 19:00:00,0.0,0.352227938327698,0.352227938327698,0.376772061672302,0.729,0.00,0.05,0.05,0.09,0.14,0.00,0.05,0.05,0.10,0.15,0.00,0.05,0.05,0.10,0.15,0.00,0.14,0.14,0.15,0.29,0.00,0.08,0.08,0.09,0.17
2025-02-28 19:00:00,2025-02-28 20:00:00,0.0,0.5293093883753707,0.5293093883753707,0.021690611624629264,0.5509999999999999,0.00,0.08,0.08,0.01,0.08,0.00,0.08,0.08,0.01,0.08,0.00,0.08,0.08,0.01,0.08,0.00,0.14,0.14,0.01,0.15,0.00,0.13,0.13,0.01,0.13
2025-02-28 20:00:00,2025-02-28 21:00:00,0.0,0.543989854753521,0.543989854753521,0.004010145246479024,0.548,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.15,0.15,0.00,0.15,0.00,0.13,0.13,0.00,0.13
2025-02-28 21:00:00,2025-02-28 22:00:00,0.0,0.4963997021395481,0.4963997021395481,0.458600297860452,0.9550000000000001,0.00,0.07,0.07,0.11,0.19,0.00,0.07,0.07,0.12,0.19,0.00,0.07,0.07,0.12,0.19,0.00,0.13,0.13,0.12,0.26,0.00,0.12,0.12,0.11,0.23
2025-02-28 22:00:00,2025-02-28 23:00:00,0.0,0.42879610441482896,0.42879610441482896,0.10020389558517107,0.529,0.00,0.06,0.06,0.02,0.09,0.00,0.06,0.06,0.03,0.09,0.00,0.06,0.06,0.03,0.09,0.00,0.06,0.06,0.01,0.07,0.00,0.10,0.10,0.02,0.13
2025-02-28 23:00:00,2025-03-01 00:00:00,0.0,0.42452362743185035,0.42452362743185035,0.34447637256814967,0.769,0.00,0.06,0.06,0.08,0.15,0.00,0.06,0.06,0.09,0.15,0.00,0.06,0.06,0.09,0.15,0.00,0.06,0.06,0.05,0.10,0.00,0.10,0.10,0.08,0.18
2025-03-01 00:00:00,2025-03-01 01:00:00,0.0,0.8443701350732602,0.8443701350732602,0.0,0.8443701350732602,0.00,0.13,0.13,0.00,0.13,0.00,0.13,0.13,0.00,0.13,0.00,0.13,0.13,0.00,0.13,0.00,0.23,0.23,0.00,0.23,0.00,0.20,0.20,0.00,0.20
2025-03-01 01:00:00,2025-03-01 02:00:00,0.0,0.8080077794801352,0.8080077794801352,0.2639922205198648,1.072,0.00,0.12,0.12,0.06,0.19,0.00,0.12,0.12,0.07,0.19,0.00,0.12,0.12,0.07,0.19,0.00,0.22,0.22,0.07,0.29,0.00,0.19,0.19,0.06,0.26
2025-03-01 02:00:00,2025-03-01 03:00:00,0.0,0.472335554320747,0.472335554320747,0.0016644456792530016,0.474,0.00,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.00,0.07,0.00,0.13,0.13,0.00,0.13,0.00,0.11,0.11,0.00,0.11
2025-03-01 03:00:00,2025-03-01 04:00:00,0.0,0.6352457052563126,0.6352457052563126,0.2667542947436874,0.902,0.00,0.10,0.10,0.06,0.16,0.00,0.10,0.10,0.07,0.16,0.00,0.10,0.10,0.07,0.16,0.00,0.17,0.17,0.07,0.24,0.00,0.15,0.15,0.06,0.22
2025-03-01 04:00:00,2025-03-01 05:00:00,0.0,0.5267476658361209,0.5267476658361209,0.0,0.5267476658361209,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.07,0.07,0.00,0.07,0.00,0.13,0.13,0.00,0.13
2025-03-01 05:00:00,2025-03-01 06:00:00,0.8319861663732395,0.31128686519579135,1.143273031569031,0.19072696843096915,1.334,0.12,0.05,0.17,0.05,0.22,0.12,0.05,0.17,0.05,0.22,0.12,0.05,0.17,0.05,0.22,0.11,0.04,0.15,0.03,0.18,0.20,0.07,0.27,0.05,0.32
2025-03-01 06:00:00,2025-03-01 07:00:00,0.47285230413732393,0.879452724471831,1.352305028609155,0.2986949713908451,1.651,0.07,0.13,0.20,0.07,0.28,0.07,0.13,0.20,0.08,0.28,0.07,0.13,0.20,0.08,0.28,0.06,0.12,0.18,0.04,0.22,0.11,0.21,0.32,0.07,0.40
2025-03-01 07:00:00,2025-03-01 08:00:00,0.05755634848151408,0.7869854012747589,0.8445417497562729,0.05945825024372697,0.9039999999999999,0.01,0.12,0.13,0.01,0.14,0.01,0.12,0.13,0.02,0.14,0.01,0.12,0.13,0.02,0.14,0.02,0.21,0.23,0.02,0.24,0.01,0.19,0.20,0.01,0.22
2025-03-01 08:00:00,2025-03-01 09:00:00,0.0,0.6526583236475062,0.6526583236475062,0.3803416763524937,1.033,0.00,0.10,0.10,0.09,0.19,0.00,0.10,0.10,0.10,0.19,0.00,0.10,0.10,0.10,0.19,0.00,0.17,0.17,0.10,0.28,0.00,0.16,0.16,0.09,0.25
2025-03-01 09:00:00,2025-03-01 10:00:00,0.0,0.7610882457791704,0.7610882457791704,0.24191175422082967,1.0030000000000001,0.00,0.11,0.11,0.06,0.17,0.00,0.11,0.11,0.06,0.18,0.00,0.11,0.11,0.06,0.18,0.00,0.20,0.20,0.06,0.27,0.00,0.18,0.18,0.06,0.24
2025-03-01 10:00:00,2025-03-01 11:00:00,0.0,0.5020153357087334,0.5020153357087334,0.2839846642912667,0.786,0.00,0.08,0.08,0.07,0.14,0.00,0.08,0.08,0.07,0.15,0.00,0.08,0.08,0.07,0.15,0.00,0.13,0.13,0.08,0.21,0.00,0.12,0.12,0.07,0.19
2025-03-01 11:00:00,2025-03-01 12:00:00,0.0,0.47869028402752034,0.47869028402752034,0.10930971597247963,0.588,0.00,0.07,0.07,0.03,0.10,0.00,0.07,0.07,0.03,0.10,0.00,0.07,0.07,0.03,0.10,0.00,0.13,0.13,0.03,0.16,0.00,0.11,0.11,0.03,0.14
2025-03-01 12:00:00,2025-03-01 13:00:00,0.0,0.37104569949281496,0.37104569949281496,0.12795430050718504,0.499,0.00,0.06,0.06,0.03,0.09,0.00,0.06,0.06,0.03,0.09,0.00,0.06,0.06,0.03,0.09,0.00,0.10,0.10,0.03,0.13,0.00,0.09,0.09,0.03,0.12
2025-03-01 13:00:00,2025-03-01 14:00:00,0.0,0.23860847245703015,0.23860847245703015,0.27639152754296986,0.515,0.00,0.04,0.04,0.07,0.10,0.00,0.04,0.04,0.07,0.11,0.00,0.04,0.04,0.07,0.11,0.00,0.03,0.03,0.04,0.07,0.00,0.06,0.06,0.07,0.12
2025-03-01 14:00:00,2025-03-01 15:00:00,0.0,0.1842035576923077,0.1842035576923077,0.9547964423076923,1.139,0.00,0.03,0.03,0.23,0.26,0.00,0.03,0.03,0.24,0.27,0.00,0.03,0.03,0.24,0.27,0.00,0.02,0.02,0.13,0.15,0.00,0.04,0.04,0.23,0.27
2025-03-01 15:00:00,2025-03-01 16:00:00,0.0,0.3081930402986066,0.3081930402986066,0.17480695970139337,0.483,0.00,0.05,0.05,0.04,0.09,0.00,0.05,0.05,0.04,0.09,0.00,0.05,0.05,0.04,0.09,0.00,0.04,0.04,0.02,0.06,0.00,0.07,0.07,0.04,0.12
2025-03-01 16:00:00,2025-03-01 17:00:00,0.0,0.31193264573558044,0.31193264573558044,0.5670673542644196,0.879,0.00,0.05,0.05,0.14,0.18,0.00,0.05,0.05,0.14,0.19,0.00,0.05,0.05,0.14,0.19,0.00,0.13,0.13,0.23,0.35,0.00,0.07,0.07,0.14,0.21
2025-03-01 17:00:00,2025-03-01 18:00:00,0.0,0.28227406745220474,0.28227406745220474,0.2757259325477952,0.5579999999999999,0.00,0.04,0.04,0.07,0.11,0.00,0.04,0.04,0.07,0.11,0.00,0.04,0.04,0.07,0.11,0.00,0.11,0.11,0.11,0.22,0.00,0.07,0.07,0.07,0.13
2025-03-01 18:00:00,2025-03-01 19:00:00,0.0,0.28590945045023597,0.28590945045023597,0.430090549549764,0.716,0.00,0.04,0.04,0.10,0.15,0.00,0.04,0.04,0.11,0.15,0.00,0.04,0.04,0.11,0.15,0.00,0.11,0.11,0.17,0.29,0.00,0.07,0.07,0.10,0.17
2025-03-01 19:00:00,2025-03-01 20:00:00,0.0,0.31235579602863733,0.31235579602863733,0.2366442039713627,0.549,0.00,0.05,0.05,0.06,0.10,0.00,0.05,0.05,0.06,0.11,0.00,0.05,0.05,0.06,0.11,0.00,0.08,0.08,0.06,0.15,0.00,0.07,0.07,0.06,0.13
2025-03-01 20:00:00,2025-03-01 21:00:00,0.0,0.5316851908492374,0.5316851908492374,0.1933148091507626,0.725,0.00,0.08,0.08,0.05,0.13,0.00,0.08,0.08,0.05,0.13,0.00,0.08,0.08,0.05,0.13,0.00,0.14,0.14,0.05,0.19,0.00,0.13,0.13,0.05,0.17
2025-03-01 21:00:00,2025-03-01 22:00:00,0.0,0.5072616128112672,0.5072616128112672,0.3217383871887327,0.829,0.00,0.08,0.08,0.08,0.15,0.00,0.08,0.08,0.08,0.16,0.00,0.08,0.08,0.08,0.16,0.00,0.14,0.14,0.09,0.22,0.00,0.12,0.12,0.08,0.20
2025-03-01 22:00:00,2025-03-01 23:00:00,0.0,0.12133103908599402,0.12133103908599402,0.16666896091400601,0.28800000000000003,0.00,0.02,0.02,0.04,0.06,0.00,0.02,0.02,0.04,0.06,0.00,0.02,0.02,0.04,0.06,0.00,0.02,0.02,0.02,0.04,0.00,0.03,0.03,0.04,0.07
2025-03-01 23:00:00,2025-03-02 00:00:00,0.0,0.5395305481472142,0.5395305481472142,0.22446945185278577,0.764,0.00,0.08,0.08,0.05,0.14,0.00,0.08,0.08,0.06,0.14,0.00,0.08,0.08,0.06,0.14,0.00,0.07,0.07,0.03,0.10,0.00,0.13,0.13,0.05,0.18
2025-03-02 00:00:00,2025-03-02 01:00:00,0.0,0.4632928697183098,0.4632928697183098,0.10470713028169015,0.568,0.00,0.07,0.07,0.03,0.10,0.00,0.07,0.07,0.03,0.10,0.00,0.07,0.07,0.03,0.10,0.00,0.12,0.12,0.03,0.15,0.00,0.11,0.11,0.03,0.14
2025-03-02 01:00:00,2025-03-02 02:00:00,0.0,0.335291875,0.335291875,0.10970812499999999,0.445,0.00,0.05,0.05,0.03,0.08,0.00,0.05,0.05,0.03,0.08,0.00,0.05,0.05,0.03,0.08,0.00,0.09,0.09,0.03,0.12,0.00,0.08,0.08,0.03,0.11
2025-03-02 02:00:00,2025-03-02 03:00:00,0.0,0.6171307512877093,0.6171307512877093,0.09186924871229063,0.709,0.00,0.09,0.09,0.02,0.11,0.00,0.09,0.09,0.02,0.12,0.00,0.09,0.09,0.02,0.12,0.00,0.17,0.17,0.02,0.19,0.00,0.15,0.15,0.02,0.17
2025-03-02 03:00:00,2025-03-02 04:00:00,0.0,0.4441693079917055,0.4441693079917055,0.13483069200829445,0.579,0.00,0.07,0.07,0.03,0.10,0.00,0.07,0.07,0.03,0.10,0.00,0.07,0.07,0.03,0.10,0.00,0.12,0.12,0.04,0.15,0.00,0.11,0.11,0.03,0.14
2025-03-02 04:00:00,2025-03-02 05:00:00,0.029915804357394365,0.27720558488053215,0.30712138923792653,0.08787861076207348,0.395,0.00,0.04,0.05,0.02,0.07,0.00,0.04,0.05,0.02,0.07,0.00,0.04,0.05,0.02,0.07,0.00,0.04,0.04,0.01,0.05,0.01,0.07,0.07,0.02,0.09
2025-03-02 05:00:00,2025-03-02 06:00:00,0.5768861200645862,0.4374001724573881,1.0142862925219742,0.1137137074780259,1.1280000000000001,0.09,0.07,0.15,0.03,0.18,0.09,0.07,0.15,0.03,0.18,0.09,0.07,0.15,0.03,0.18,0.08,0.06,0.13,0.01,0.15,0.14,0.10,0.24,0.03,0.27
2025-03-02 06:00:00,2025-03-02 07:00:00,1.0656485892630914,0.3598665525687653,1.4255151418318568,0.16348485816814318,1.589,0.16,0.05,0.21,0.04,0.25,0.16,0.05,0.21,0.04,0.26,0.16,0.05,0.21,0.04,0.26,0.14,0.05,0.19,0.02,0.21,0.26,0.09,0.34,0.04,0.38
2025-03-02 07:00:00,2025-03-02 08:00:00,0.0,0.8692644868761586,0.8692644868761586,0.09173551312384132,0.961,0.00,0.13,0.13,0.02,0.15,0.00,0.13,0.13,0.02,0.15,0.00,0.13,0.13,0.02,0.15,0.00,0.23,0.23,0.02,0.26,0.00,0.21,0.21,0.02,0.23
2025-03-02 08:00:00,2025-03-02 09:00:00,0.0,0.4620678904080069,0.4620678904080069,0.08793210959199316,0.55,0.00,0.07,0.07,0.02,0.09,0.00,0.07,0.07,0.02,0.09,0.00,0.07,0.07,0.02,0.09,0.00,0.12,0.12,0.02,0.15,0.00,0.11,0.11,0.02,0.13
2025-03-02 09:00:00,2025-03-02 10:00:00,0.0,0.7060960559762609,0.7060960559762609,0.37690394402373906,1.083,0.00,0.11,0.11,0.09,0.20,0.00,0.11,0.11,0.10,0.20,0.00,0.11,0.11,0.10,0.20,0.00,0.19,0.19,0.10,0.29,0.00,0.17,0.17,0.09,0.26
2025-03-02 10:00:00,2025-03-02 11:00:00,0.0,0.3367759604087628,0.3367759604087628,0.8912240395912372,1.228,0.00,0.05,0.05,0.22,0.27,0.00,0.05,0.05,0.23,0.28,0.00,0.05,0.05,0.23,0.28,0.00,0.09,0.09,0.24,0.33,0.00,0.08,0.08,0.21,0.29
2025-03-02 11:00:00,2025-03-02 12:00:00,0.0,0.31027962536064513,0.31027962536064513,0.41072037463935485,0.721,0.00,0.05,0.05,0.10,0.15,0.00,0.05,0.05,0.10,0.15,0.00,0.05,0.05,0.10,0.15,0.00,0.08,0.08,0.11,0.19,0.00,0.07,0.07,0.10,0.17
2025-03-02 12:00:00,2025-03-02 13:00:00,0.0,0.3781007394366197,0.3781007394366197,1.7148992605633802,2.093,0.00,0.06,0.06,0.42,0.47,0.00,0.06,0.06,0.44,0.49,0.00,0.06,0.06,0.44,0.49,0.00,0.10,0.10,0.46,0.56,0.00,0.09,0.09,0.41,0.50
2025-03-02 13:00:00,2025-03-02 14:00:00,0.0,0.34172186992765274,0.34172186992765274,2.0252781300723472,2.367,0.00,0.05,0.05,0.49,0.54,0.00,0.05,0.05,0.52,0.57,0.00,0.05,0.05,0.51,0.57,0.00,0.04,0.04,0.27,0.31,0.00,0.08,0.08,0.49,0.57
2025-03-02 14:00:00,2025-03-02 15:00:00,0.0,0.24413385448146038,0.24413385448146038,0.3888661455185396,0.633,0.00,0.04,0.04,0.09,0.13,0.00,0.04,0.04,0.10,0.14,0.00,0.04,0.04,0.10,0.14,0.00,0.03,0.03,0.05,0.08,0.00,0.06,0.06,0.09,0.15
2025-03-02 15:00:00,2025-03-02 16:00:00,0.0,0.1903217404292406,0.1903217404292406,2.6106782595707596,2.801,0.00,0.03,0.03,0.64,0.66,0.00,0.03,0.03,0.66,0.69,0.00,0.03,0.03,0.66,0.69,0.00,0.02,0.02,0.34,0.37,0.00,0.05,0.05,0.63,0.67
2025-03-02 16:00:00,2025-03-02 17:00:00,0.0,0.259580110098181,0.259580110098181,1.9894198899018192,2.249,0.00,0.04,0.04,0.48,0.52,0.00,0.04,0.04,0.51,0.54,0.00,0.04,0.04,0.51,0.54,0.00,0.10,0.10,0.80,0.90,0.00,0.06,0.06,0.48,0.54
2025-03-02 17:00:00,2025-03-02 18:00:00,0.0,0.3642601529939003,0.3642601529939003,1.1367398470060996,1.501,0.00,0.05,0.05,0.28,0.33,0.00,0.05,0.05,0.29,0.34,0.00,0.05,0.05,0.29,0.34,0.00,0.15,0.15,0.46,0.60,0.00,0.09,0.09,0.27,0.36
2025-03-02 18:00:00,2025-03-02 19:00:00,0.0,0.36170214593775674,0.36170214593775674,0.8472978540622433,1.209,0.00,0.05,0.05,0.21,0.26,0.00,0.05,0.05,0.22,0.27,0.00,0.05,0.05,0.22,0.27,0.00,0.15,0.15,0.34,0.49,0.00,0.09,0.09,0.20,0.29
2025-03-02 19:00:00,2025-03-02 20:00:00,0.0,0.302904667442525,0.302904667442525,1.8590953325574748,2.162,0.00,0.05,0.05,0.45,0.50,0.00,0.05,0.05,0.47,0.52,0.00,0.05,0.05,0.47,0.52,0.00,0.08,0.08,0.50,0.58,0.00,0.07,0.07,0.45,0.52
2025-03-02 20:00:00,2025-03-02 21:00:00,0.0,0.2849103900748239,0.2849103900748239,0.8390896099251762,1.124,0.00,0.04,0.04,0.20,0.25,0.00,0.04,0.04,0.21,0.26,0.00,0.04,0.04,0.21,0.26,0.00,0.08,0.08,0.22,0.30,0.00,0.07,0.07,0.20,0.27
2025-03-02 21:00:00,2025-03-02 22:00:00,0.0,0.31654531147610465,0.31654531147610465,0.6684546885238954,0.9850000000000001,0.00,0.05,0.05,0.16,0.21,0.00,0.05,0.05,0.17,0.22,0.00,0.05,0.05,0.17,0.22,0.00,0.08,0.08,0.18,0.26,0.00,0.08,0.08,0.16,0.24
2025-03-02 22:00:00,2025-03-02 23:00:00,0.0,0.3635018981498946,0.3635018981498946,0.41649810185010544,0.78,0.00,0.05,0.05,0.10,0.16,0.00,0.05,0.05,0.11,0.16,0.00,0.05,0.05,0.11,0.16,0.00,0.05,0.05,0.05,0.10,0.00,0.09,0.09,0.10,0.19
2025-03-02 23:00:00,2025-03-03 00:00:00,0.0,0.33029040492957745,0.33029040492957745,0.5427095950704226,0.873,0.00,0.05,0.05,0.13,0.18,0.00,0.05,0.05,0.14,0.19,0.00,0.05,0.05,0.14,0.19,0.00,0.04,0.04,0.07,0.11,0.00,0.08,0.08,0.13,0.21
2025-03-03 00:00:00,2025-03-03 01:00:00,0.0,0.22627654050535959,0.22627654050535959,0.4317234594946403,0.6579999999999999,0.00,0.03,0.03,0.11,0.14,0.00,0.03,0.03,0.11,0.14,0.00,0.03,0.03,0.11,0.14,0.00,0.06,0.06,0.12,0.18,0.00,0.05,0.05,0.10,0.16
2025-03-03 01:00:00,2025-03-03 02:00:00,0.0,0.24883231191885036,0.24883231191885036,0.26316768808114965,0.512,0.00,0.04,0.04,0.06,0.10,0.00,0.04,0.04,0.07,0.10,0.00,0.04,0.04,0.07,0.10,0.00,0.07,0.07,0.07,0.14,0.00,0.06,0.06,0.06,0.12
2025-03-03 02:00:00,2025-03-03 03:00:00,0.0,0.34124303585023236,0.34124303585023236,0.13375696414976762,0.475,0.00,0.05,0.05,0.03,0.08,0.00,0.05,0.05,0.03,0.09,0.00,0.05,0.05,0.03,0.09,0.00,0.09,0.09,0.04,0.13,0.00,0.08,0.08,0.03,0.11
2025-03-03 03:00:00,2025-03-03 04:00:00,0.0,0.3713343363018163,0.3713343363018163,0.12966566369818372,0.501,0.00,0.06,0.06,0.03,0.09,0.00,0.06,0.06,0.03,0.09,0.00,0.06,0.06,0.03,0.09,0.00,0.10,0.10,0.03,0.13,0.00,0.09,0.09,0.03,0.12
2025-03-03 04:00:00,2025-03-03 05:00:00,0.03536831481073943,0.30148860602790695,0.3368569208386464,0.31914307916135365,0.656,0.01,0.05,0.05,0.08,0.13,0.01,0.05,0.05,0.08,0.13,0.01,0.05,0.05,0.08,0.13,0.00,0.04,0.04,0.04,0.09,0.01,0.07,0.08,0.08,0.16
2025-03-03 05:00:00,2025-03-03 06:00:00,0.6099620230396804,0.13388292253521125,0.7438449455748917,0.20415505442510828,0.948,0.09,0.02,0.11,0.05,0.16,0.09,0.02,0.11,0.05,0.16,0.09,0.02,0.11,0.05,0.16,0.08,0.02,0.10,0.03,0.12,0.15,0.03,0.18,0.05,0.23
2025-03-03 06:00:00,2025-03-03 07:00:00,1.0561522777102705,0.20972114504085657,1.265873422751127,0.6021265772488729,1.8679999999999999,0.16,0.03,0.19,0.15,0.34,0.16,0.03,0.19,0.15,0.34,0.16,0.03,0.19,0.15,0.34,0.14,0.03,0.17,0.08,0.25,0.25,0.05,0.30,0.14,0.45
2025-03-03 07:00:00,2025-03-03 08:00:00,0.3431581189243449,0.5200984960552268,0.8632566149795717,0.0,0.8632566149795717,0.05,0.08,0.13,0.00,0.13,0.05,0.08,0.13,0.00,0.13,0.05,0.08,0.13,0.00,0.13,0.09,0.14,0.23,0.00,0.23,0.08,0.12,0.21,0.00,0.21
2025-03-03 08:00:00,2025-03-03 09:00:00,0.0,0.609748587923911,0.609748587923911,0.39625141207608905,1.006,0.00,0.09,0.09,0.10,0.19,0.00,0.09,0.09,0.10,0.19,0.00,0.09,0.09,0.10,0.19,0.00,0.16,0.16,0.11,0.27,0.00,0.15,0.15,0.10,0.24
2025-03-03 09:00:00,2025-03-03 10:00:00,0.0,0.5366417396243123,0.5366417396243123,0.00435826037568765,0.5409999999999999,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.08,0.08,0.00,0.08,0.00,0.14,0.14,0.00,0.14,0.00,0.13,0.13,0.00,0.13
2025-03-03 10:00:00,2025-03-03 11:00:00,0.0,0.31256121782555535,0.31256121782555535,0.31043878217444465,0.623,0.00,0.05,0.05,0.08,0.12,0.00,0.05,0.05,0.08,0.13,0.00,0.05,0.05,0.08,0.13,0.00,0.08,0.08,0.08,0.17,0.00,0.07,0.07,0.07,0.15
2025-03-03 11:00:00,2025-03-03 12:00:00,0.0,0.2513918198540354,0.2513918198540354,0.24260818014596458,0.494,0.00,0.04,0.04,0.06,0.10,0.00,0.04,0.04,0.06,0.10,0.00,0.04,0.04,0.06,0.10,0.00,0.07,0.07,0.06,0.13,0.00,0.06,0.06,0.06,0.12
2025-03-03 12:00:00,2025-03-03 13:00:00,0.0,0.266715909019204,0.266715909019204,0.14228409098079603,0.40900000000000003,0.00,0.04,0.04,0.03,0.07,0.00,0.04,0.04,0.04,0.08,0.00,0.04,0.04,0.04,0.08,0.00,0.07,0.07,0.04,0.11,0.00,0.06,0.06,0.03,0.10
2025-03-03 13:00:00,2025-03-03 14:00:00,0.0,0.2986849257229769,0.2986849257229769,0.0,0.2986849257229769,0.00,0.04,0.04,0.00,0.04,0.00,0.04,0.04,0.00,0.04,0.00,0.04,0.04,0.00,0.04,0.00,0.04,0.04,0.00,0.04,0.00,0.07,0.07,0.00,0.07
2025-03-03 14:00:00,2025-03-03 15:00:00,0.0,0.24886162908295015,0.24886162908295015,0.13513837091704986,0.384,0.00,0.04,0.04,0.03,0.07,0.00,0.04,0.04,0.03,0.07,0.00,0.04,0.04,0.03,0.07,0.00,0.03,0.03,0.02,0.05,0.00,0.06,0.06,0.03,0.09
